sim#;thickness;TransportTimeAfterHeating;EnforcedTemperatureOfEntireSheet;QuenchingTimeInTool;QuenchingForce;spacing;DefaultToolTemperature;HARDNESS P1;HARDNESS P2;HARDNESS P3;THICKNESS P1;THICKNESS P2;THICKNESS P3;RUECKFEDERUNG P4;RUECKFEDERUNG P5;;;| AutoForm-SIGMA: Scatter Data Dump (MIME: text/csv)
593;1.509188297;15.44527801;932.5119385;2.318832758;859835.732;1.90883699;181.6960852;450.6666565;440.3333435;463.3333435;1.361653686;1.485677123;1.485677123;-0.322158445;-0.232715935;;;
594;1.539425739;24.72873544;920.6735038;5.618010597;1906830.634;0.379434459;170.6615995;394.6666565;371.6666565;373;1.386067748;1.509765625;1.515625;-0.031768279;-0.003170633;;;
595;1.472892134;22.72285273;942.4806523;6.015770624;1830274.66;1.746166945;121.522857;426.3333435;416;421;1.332356811;1.449869752;1.452148438;-0.046743368;-0.021362707;;;
596;1.536579109;14.3034053;921.5005126;8.544154782;1413233.596;1.890421187;100.1907784;455.6666565;459.6666565;465;1.378255248;1.5078125;1.512695313;-0.098035103;-0.017806326;;;
597;1.452406965;19.11297298;912.5293868;7.070138754;724223.9768;0.774582432;174.9616315;403;393.6666565;405;1.312825561;1.430338502;1.431640625;-0.039276192;-0.026457106;;;
598;1.494405408;16.91896921;941.5681281;6.122938101;1260870.669;0.381571696;286.7712002;433;444;453.3333435;1.348632813;1.464518189;1.471679688;-0.48976884;-0.442247295;;;
599;1.528012773;22.74239166;924.7810132;9.977678898;760351.6482;1.710387659;213.5496958;391;382;391;1.372721314;1.500976563;1.503255248;-0.030961984;-0.014305054;;;
600;1.474690169;21.22868253;908.5479927;5.445332594;1731859.303;1.462156067;296.4774369;376.3333435;361.3333435;369;1.328776002;1.448567748;1.452799439;-0.289756022;-0.192913272;;;
601;1.467902788;14.60403362;918.0535607;5.177672616;557056.7861;0.941143791;168.6864941;436.3333435;443;452;1.321289063;1.444335938;1.446614623;-0.199964374;-0.182254831;;;
602;1.541885903;16.73275919;917.6085134;2.789918281;748237.9985;0.703992879;127.011447;418.3333435;432.3333435;441.3333435;1.383463502;1.515625;1.518229127;-0.314954586;-0.309666888;;;
603;1.470764482;18.68667827;906.1400818;7.368407691;694178.6616;1.779782689;80.88099425;400;394.6666565;404;1.328450561;1.448242188;1.448242188;0.083707459;0.15969508;;;
604;1.511098138;19.73480256;927.0006085;7.392055076;1625457.057;1.819074968;214.1729192;422;417.6666565;423;1.363606811;1.485677123;1.489257813;-0.166975981;-0.143108498;;;
605;1.510095451;21.24552588;943.6912286;3.971688908;736246.1009;1.803273172;282.0432609;428.3333435;421.6666565;421;1.357421875;1.483723998;1.486002564;-0.363938001;-0.262601455;;;
606;1.472996326;14.76956758;925.4145848;8.186157508;1372621.961;0.406996277;232.6759615;442.6666565;449.6666565;457;1.325195313;1.443684936;1.450195313;-0.203124918;-0.194505072;;;
607;1.482739696;15.7821924;901.9080644;6.178132852;1176916.847;1.600622252;161.6858007;403.6666565;416.6666565;426;1.337565064;1.458333373;1.4609375;-0.147093188;-0.125767251;;;
608;1.46812518;13.2307341;919.7088597;4.944409347;1651898.27;0.387998841;129.6155232;459;461.6666565;466;1.321289063;1.436848998;1.446940064;-0.157760937;-0.114439388;;;
609;1.516762041;17.18481307;907.9772441;4.800336284;1733500.442;0.813222646;168.0085744;413.6666565;417.6666565;424;1.363932252;1.489257813;1.494791627;-0.208147565;-0.177358886;;;
610;1.536077811;21.74287503;949.9817707;8.055464289;1127373.45;0.765037818;194.5245583;429;431.3333435;440.3333435;1.37890625;1.508463502;1.51171875;-0.110627441;-0.094087251;;;
611;1.483782994;10.84007529;917.8020309;6.156150809;522527.9618;1.591568609;178.2619925;471;455.6666565;468.6666565;1.327148438;1.452799439;1.460611939;-0.186955441;-0.212241005;;;
612;1.483228404;14.93485313;934.702333;7.648664109;1346252.133;1.16348795;123.2427966;460.6666565;465.3333435;470;1.331380248;1.455729127;1.459960938;-0.086604809;-0.040477202;;;
613;1.460115294;18.28057307;930.2443076;2.626541477;1088053.473;1.247526333;123.755451;416.3333435;432;441;1.319335938;1.4375;1.438802123;-0.303857353;-0.259358741;;;
614;1.537343734;12.12159974;914.6493136;3.820112796;1612310.221;1.588024102;125.0015416;467;466.3333435;471.3333435;1.382486939;1.505859375;1.512369752;-0.240785066;-0.182327585;;;
615;1.47799395;17.78544598;914.7088844;2.01604304;1577037.616;1.497798587;222.5493758;392.3333435;412.6666565;418.6666565;1.336263061;1.453450561;1.45703125;-0.216747762;-0.173617377;;;
616;1.487028066;22.02019383;913.8966639;3.398870822;1685233.306;1.701083094;91.2697658;386.3333435;381.3333435;387;1.34375;1.462890625;1.465820313;-0.017373486;0.028452292;;;
617;1.543980385;11.69580645;934.8301165;8.650774444;586538.6196;1.818593824;194.855098;479;463.3333435;476;1.3828125;1.512695313;1.517903686;-0.169160731;-0.18107288;;;
618;1.468354846;19.70424746;946.4123241;2.113747643;1996679.993;0.38588087;239.2123081;415.3333435;435.6666565;442;1.325520873;1.442057252;1.447591186;-0.207743781;-0.25974746;;;
619;1.491526125;10.82101523;938.3577931;9.16879458;1836312.576;0.17837165;165.9484839;486.3333435;481.3333435;485;1.338216186;1.450846314;1.468098998;-0.072819172;-0.066696281;;;
620;1.502765718;15.27225698;918.9817837;9.861604276;530071.6233;1.406026795;132.5230859;435.3333435;443.3333435;451.6666565;1.352864623;1.478841186;1.478515625;-0.041143832;0.034710374;;;
621;1.485648892;24.65473393;906.3009691;7.66747985;1849352.165;0.736509421;289.7707347;368;358;338;1.339192748;1.458984375;1.464518189;-0.1323858;-0.1071216;;;
622;1.51690016;17.32455403;940.1700664;9.133924873;1066316.124;0.265954005;113.2495405;445;456;463;1.365234375;1.488606811;1.493489623;0.016099196;0.013790143;;;
623;1.499640045;14.97998206;915.4484483;8.938226212;707658.9061;1.551371671;245.9363465;421.6666565;429.6666565;441.3333435;1.350260377;1.473958373;1.477213502;-0.260441118;-0.27862345;;;
624;1.544184148;16.53296603;925.9578448;8.387836073;1468939.83;0.710826913;285.978495;418.3333435;432.3333435;442;1.383463502;1.511067748;1.51953125;-0.417539464;-0.424755067;;;
625;1.488108855;16.64212606;912.5464132;3.829624767;1026539.113;1.296805109;287.2670397;393.3333435;410;420;1.338216186;1.461588502;1.465169311;-0.295171216;-0.186407206;;;
626;1.456410347;16.60108722;946.1306601;4.127160635;1802845.343;1.179361975;154.1979953;455.6666565;465.3333435;470;1.313151002;1.432617188;1.436523438;-0.248424329;-0.207204335;;;
627;1.484881779;22.91433695;945.347282;2.563969771;1421334.832;1.672304615;221.9616586;433;416.3333435;417.6666565;1.341145873;1.461263061;1.462890625;-0.286984412;-0.24808277;;;
628;1.460429216;10.4926202;908.1986252;5.248682298;883053.4699;0.313119747;284.4815737;436;416.3333435;444.3333435;1.312174439;1.430338502;1.4375;-0.50438244;-0.460583391;;;
629;1.477684616;18.80329962;931.0593896;9.404846565;1798332.22;1.409148302;224.5347497;408;428.3333435;434;1.334960938;1.452148438;1.45703125;-0.161369491;-0.132121788;;;
630;1.452706694;18.34383601;900.4500017;6.57726331;1535472.717;0.485647838;179.6178128;391;388.6666565;393;1.313151002;1.427734375;1.432291627;-0.065608493;-0.023999994;;;
631;1.470431239;12.40341032;925.6464655;7.41166861;1289133.913;1.841520486;277.7600007;456.6666565;440.6666565;461.6666565;1.319986939;1.441731811;1.448567748;-0.441246047;-0.363402006;;;
632;1.461545251;16.00614232;916.8001184;2.208123975;1293372.249;0.101900173;265.1663143;406;416.6666565;430;1.320963502;1.433919311;1.439453125;-0.14009339;-0.1844772;;;
633;1.480306493;17.05528452;911.0078385;9.369861559;678099.0407;0.738977248;225.6375946;390.3333435;407.3333435;418.3333435;1.330078125;1.455729127;1.458333373;-0.122023015;-0.106087341;;;
634;1.53361451;20.20052157;932.9071618;9.671949175;596188.9243;1.831269359;110.2306538;420.3333435;423;431;1.381510377;1.506835938;1.509114623;0.01195553;0.101396479;;;
635;1.495304427;10.26380159;916.9500222;6.184074503;1747247.586;1.395522449;264.029638;458;447;459.6666565;1.338216186;1.463541627;1.471354127;-0.396241436;-0.316140034;;;
636;1.529772886;17.03721016;935.1599196;7.495502071;1751093.649;0.793674785;177.6293402;440.6666565;453;459;1.372070313;1.501627564;1.507486939;-0.153448004;-0.124447817;;;
637;1.494699408;17.11634778;915.2948828;4.206601095;1742665.331;0.442992532;150.615539;409.3333435;428.3333435;434;1.345377564;1.467773438;1.472330689;-0.194904947;-0.158301929;;;
638;1.472498911;15.29571158;916.3993421;9.607276657;1937379.096;1.929495093;290.0870227;414.3333435;428.3333435;436;1.325520873;1.444335938;1.450520873;-0.417804701;-0.380164631;;;
639;1.543290755;22.97028929;940.4632853;4.167767185;892827.6621;0.155183902;131.1912961;412.3333435;412;419;1.385091186;1.512695313;1.518880248;0.018158834;0.037015344;;;
640;1.508769434;23.41130345;945.8952537;5.711650346;560744.1182;0.547961317;269.7888852;417.3333435;404.6666565;443.3333435;1.359049439;1.483398438;1.486002564;-0.340136222;-0.319908595;;;
641;1.523311252;12.98698189;933.6006764;7.119628822;1395486.417;1.436628928;157.45022;475.6666565;475.3333435;479.3333435;1.362304688;1.493815064;1.498697877;-0.149841591;-0.127769039;;;
642;1.475605634;20.77029864;944.1645789;2.858567572;1511019.107;1.800121375;241.8779969;419.3333435;428.6666565;433.3333435;1.334960938;1.451822877;1.455078125;-0.35292041;-0.280224359;;;
643;1.464201568;11.94294927;926.3263531;4.976568073;1190321.398;1.109335187;84.85345589;475.6666565;474.3333435;479;1.312825561;1.432942748;1.44140625;-0.030063408;-0.002640163;;;
644;1.451565952;19.50859874;947.9055947;7.598462953;1633069.632;1.974946479;276.2250626;417;435.3333435;443.6666565;1.312825561;1.427734375;1.431315064;-0.326451802;-0.289994717;;;
645;1.500721652;11.15417308;923.3364676;5.022895353;552503.7454;0.229565653;128.3259741;476.6666565;464;475;1.342447877;1.462239623;1.477539063;-0.019427562;-0.029891116;;;
646;1.54809542;12.45941336;948.8465868;8.033141811;842659.2456;0.33910843;228.4742234;478;467;479.3333435;1.385416627;1.510091186;1.522786498;-0.173388364;-0.184761584;;;
647;1.501281336;18.73305084;924.0147009;5.842881877;1538109.047;1.220543598;220.4665707;400.3333435;420;427;1.353515625;1.474609375;1.479492188;-0.245193306;-0.224078008;;;
648;1.466006652;22.37644379;927.3206024;5.483042759;602196.927;0.639423643;296.9398058;390;367;379.3333435;1.319986939;1.443033814;1.444986939;-0.367529495;-0.302496263;;;
649;1.530197244;21.59884888;936.2037038;4.145615189;1139080.903;1.203806011;143.3177161;422.3333435;416;423.3333435;1.378580689;1.504557252;1.507161498;-0.142757457;-0.131107274;;;
650;1.486505708;24.99609364;919.2528786;5.642021128;1161115.13;0.492707814;224.759467;398.3333435;368;363;1.341145873;1.460611939;1.464192748;-0.091095835;-0.085253275;;;
651;1.540031154;11.6003419;944.5029629;8.462486591;1194103.775;0.428190025;204.9775315;484;476.3333435;484;1.375325561;1.501953125;1.514648438;-0.126633162;-0.150766304;;;
652;1.473986808;23.10136531;901.8099172;9.487878016;1120253.163;1.900907989;86.38088257;353.3333435;346.3333435;352;1.329101563;1.451497436;1.453450561;0.032357366;0.163089629;;;
653;1.519916172;14.26600795;934.4688268;8.342076046;1067354.123;0.159545345;109.8320877;468.3333435;469.6666565;475;1.365559936;1.484049439;1.496744752;-0.039495198;-0.033536753;;;
654;1.455307604;16.32480029;921.2288921;5.590673221;1311074.993;0.108188839;160.0919636;424.6666565;438;445;1.316080689;1.426757813;1.434895873;-0.045605111;-0.007020033;;;
655;1.544495635;11.1390991;917.3045481;7.052138063;749025.573;1.350175871;102.9272779;471.3333435;461.3333435;473.6666565;1.37890625;1.5078125;1.518554688;-0.037002905;-0.025468087;;;
656;1.532654409;11.52236849;920.1024206;9.772029728;1596761.291;1.281642857;231.8142916;468.3333435;456.6666565;471;1.369466186;1.499674439;1.508138061;-0.23120894;-0.24068827;;;
657;1.477671986;14.89334047;940.50112;5.901474951;1453560.147;1.829668719;110.3721518;467.3333435;471.3333435;475;1.331705689;1.452148438;1.455403686;-0.098058077;-0.024059297;;;
658;1.518905733;19.40484348;948.0281805;8.974483352;1643021.269;1.967669185;90.56492917;436.3333435;453.3333435;458;1.369140625;1.493164063;1.495442748;-0.080225561;0.025011187;;;
659;1.49682904;13.79379998;934.602293;8.444500263;1556090.732;1.198927538;143.9484144;470;471.3333435;476;1.343424439;1.466145873;1.474283814;-0.135714433;-0.095463949;;;
660;1.526152125;22.32765694;924.3389279;6.832663228;1075376.956;0.14940807;222.1779064;395.6666565;386.3333435;396;1.375976563;1.495117188;1.501302123;-0.069778892;-0.051739787;;;
661;1.537064597;16.81470244;946.745418;7.464377007;608121.0993;1.534254497;162.9610449;455.3333435;463;470;1.381184936;1.510416627;1.51171875;-0.085181846;-0.095093392;;;
662;1.495491157;24.20429382;900.7008256;4.293340787;1104224.755;0.540226111;250.9404093;337;325.6666565;333;1.348307252;1.469401002;1.473307252;-0.173119366;-0.164018662;;;
663;1.524218287;11.81552297;946.0384446;6.95923553;1287269.736;0.519637067;219.564033;482.6666565;475;483;1.362304688;1.491861939;1.500651002;-0.258505909;-0.235884372;;;
664;1.489473282;12.72906817;908.3941932;3.346885857;1978093.459;0.250305637;105.1511011;453;456.3333435;461;1.33984375;1.451497436;1.467122436;-0.209885236;-0.14710582;;;
665;1.492254928;11.03307838;931.3256671;2.686244464;1634478.917;1.221302332;170.8639569;484;469.3333435;481.3333435;1.338541627;1.458658814;1.468424439;-0.31984092;-0.244288519;;;
666;1.459301362;18.4699078;947.8222887;9.142946395;961987.7901;0.369593038;235.5897901;431;445;455;1.314778686;1.43359375;1.437174439;-0.145179845;-0.136730977;;;
667;1.491814977;18.10210356;932.9518583;7.93495583;1734996.125;1.563401383;151.2743176;424.3333435;443;447;1.345052123;1.466471314;1.469726563;-0.105129175;-0.063820283;;;
668;1.535731248;21.76352692;927.6284103;7.286381742;957419.8821;1.020789574;205.8957059;408.6666565;397.3333435;407;1.3828125;1.508463502;1.512044311;-0.119256668;-0.109257381;;;
669;1.487410968;11.41857288;937.1593408;8.425686968;1118748.39;0.208588327;281.8796808;463;444;465.3333435;1.334960938;1.453125;1.464518189;-0.348289094;-0.334569081;;;
670;1.523605986;11.74936463;920.9749787;7.897972588;1494492.224;0.233842974;272.7142998;452.3333435;442.3333435;458.6666565;1.366536498;1.486328125;1.499348998;-0.313398481;-0.303862575;;;
671;1.489645581;21.48263218;929.6996628;5.535553878;1637817.937;0.455699264;194.1556447;411;404.6666565;411;1.34375;1.463541627;1.467773438;-0.139307335;-0.112727701;;;
672;1.504270538;11.23850425;918.7272547;4.327922121;1447908.747;1.88728907;279.3174767;450.6666565;433.3333435;454.3333435;1.346679688;1.472981811;1.480794311;-0.293224136;-0.088548286;;;
673;1.531856099;13.50930223;926.9581477;4.399476117;1290183.727;1.91727703;180.838967;465.6666565;465;472;1.370768189;1.502278686;1.507161498;-0.309494406;-0.25715101;;;
674;1.485200684;21.93027;928.3875867;6.221231422;1631784.668;1.180562363;265.6043;404.3333435;389.6666565;398.6666565;1.341145873;1.460286498;1.464518189;-0.279803157;-0.21226626;;;
675;1.468632055;21.1158376;910.5859126;3.467691526;1003076.395;0.534277946;170.4247759;385.3333435;376.3333435;385;1.327148438;1.4453125;1.447265625;-0.205986504;-0.200046488;;;
676;1.50538481;23.65634294;946.9877169;3.667951566;1680830.571;0.174291867;147.3103809;429;416.3333435;421;1.357747436;1.474934936;1.481770873;-0.108197608;-0.068207935;;;
677;1.460189495;18.09268143;915.0664414;5.088823738;1929400.697;1.049307114;185.621329;410.6666565;415.6666565;421;1.315755248;1.435546875;1.440429688;-0.186877654;-0.159763561;;;
678;1.474096408;23.07859116;934.6532995;3.384926744;574789.1466;1.733017451;135.1867973;403.3333435;396;403;1.332682252;1.450846314;1.452799439;-0.105198862;-0.129082686;;;
679;1.536851957;16.43617424;932.0916932;8.997943894;1653259.679;1.035242184;164.0499401;443.6666565;454.6666565;460;1.377604127;1.508463502;1.514973998;-0.113430515;-0.101258232;;;
680;1.507143903;16.51104736;910.836895;6.721409027;1245299.697;1.560707691;229.1668331;403;419;429;1.3515625;1.478841186;1.483072877;-0.253440855;-0.241893653;;;
681;1.548091508;21.68243491;910.7224085;6.094805165;785445.6029;0.801218398;224.9775227;377;369.6666565;377.6666565;1.387044311;1.518880248;1.522786498;-0.131581034;-0.130380324;;;
682;1.536750953;19.89754704;915.549182;3.710347899;837311.5997;1.902854735;223.2788401;402.3333435;399;404.6666565;1.378255248;1.509765625;1.512369752;-0.348067684;-0.269709038;;;
683;1.48169908;22.85236668;921.1136481;9.317474961;1661289.429;1.264301943;169.8558487;387.3333435;381.3333435;387;1.338216186;1.45703125;1.459960938;-0.034487913;0.063567571;;;
684;1.53036197;16.82193607;927.8185265;8.638323273;1502038.214;0.589811564;147.964665;433.6666565;447.3333435;454;1.372721314;1.500651002;1.506510377;-0.038253318;-0.014721857;;;
685;1.467281169;22.16816651;935.9826419;2.024063977;1070368.916;0.187661549;214.8933738;410.6666565;412;410;1.326171875;1.441080689;1.444986939;-0.40945129;-0.453627018;;;
686;1.466559699;13.57680158;914.0499436;4.647950789;1941164.937;0.898008627;87.94291028;450;455.6666565;460;1.321289063;1.438151002;1.445963502;-0.138332393;-0.096378668;;;
687;1.54218419;10.63545143;901.8004118;3.682796552;1148756.321;0.212920837;91.23743526;468;451.3333435;467.3333435;1.37890625;1.49609375;1.516927123;-0.130795995;-0.111024675;;;
688;1.464722706;10.80045402;903.2490775;2.233219418;1047920.973;1.264678719;234.8484383;446.6666565;414.3333435;458.6666565;1.318359375;1.440755248;1.444335938;0.028469086;0.15603644;;;
689;1.475873852;18.98938718;941.9033679;4.982977238;1826994.41;0.382289029;106.3088847;427;446.3333435;451;1.332682252;1.450195313;1.454752564;-0.010698777;0.012242722;;;
690;1.466425746;15.9516616;915.8570145;3.071929904;701528.5061;0.947918674;218.3362328;412.3333435;422;436.3333435;1.319661498;1.443684936;1.444986939;-0.390939936;-0.276548963;;;
691;1.49810215;18.01233183;935.2775292;2.578224285;1398845.252;0.679843016;187.5044843;426.3333435;440.6666565;450;1.346028686;1.470377564;1.474934936;-0.320289432;-0.328966357;;;
692;1.497446159;15.11521858;906.3366526;2.280332694;658332.0627;0.722065887;260.9066509;386.3333435;402.3333435;415.6666565;1.342773438;1.469401002;1.473632813;0.062359357;0.172006635;;;
693;1.540519322;13.39208171;919.8713431;7.792664724;1745845.315;0.899060042;83.55523204;463.6666565;465.3333435;469;1.383138061;1.506835938;1.516927123;-0.027073268;-0.003078207;;;
694;1.49094708;21.73116508;908.1548935;8.310799798;675839.0403;0.637382511;213.2380673;371.6666565;362;371.3333435;1.342447877;1.465820313;1.469075561;-0.015976865;0.010792238;;;
695;1.45551447;13.60115511;929.2422355;7.605891277;598253.0681;0.592049808;188.1576914;458.6666565;458.3333435;467.3333435;1.310872436;1.430989623;1.434570313;-0.106471253;-0.087516724;;;
696;1.473496677;23.35884218;941.6903744;6.646280854;1246363.661;1.216830286;295.2842187;405;400.6666565;396.6666565;1.327799439;1.448893189;1.451822877;-0.297497311;-0.24785035;;;
697;1.517501975;10.87437389;946.6625825;3.77906453;717581.2922;1.990478771;218.5867587;472;459;479.3333435;1.359375;1.487304688;1.4921875;-0.292957921;-0.122046155;;;
698;1.527327432;23.82953489;905.8371041;7.552249911;1272844.226;1.325239887;293.6133572;350.6666565;339.6666565;344;1.374348998;1.501627564;1.505533814;-0.136281472;-0.099746667;;;
699;1.50347044;20.49599962;944.7264644;4.968304469;895842.6884;0.29987601;233.6664226;412;429.3333435;437;1.358072877;1.476236939;1.481445313;-0.298090457;-0.280341513;;;
700;1.457106178;18.41063973;921.6687739;2.720527339;1028031.115;0.161155056;256.9347792;394.6666565;412.3333435;421.3333435;1.317382813;1.430013061;1.435546875;-0.426894354;-0.494424853;;;
701;1.462138976;20.2091204;912.2315376;7.325031261;1981948.366;0.278827141;123.6034545;397.3333435;394.3333435;399;1.320638061;1.436197877;1.441731811;-0.037518719;0.024437798;;;
702;1.493192763;22.2198059;943.735469;5.860918381;1337479.474;0.395731495;298.301634;430;408.3333435;416;1.345377564;1.466796875;1.471028686;-0.364554456;-0.3613523;;;
703;1.511662033;20.56099981;904.0823113;5.217322059;1005665.952;1.432451791;285.1207024;373.6666565;360;369;1.359375;1.484700561;1.487630248;-0.283369578;-0.222391216;;;
704;1.473079997;20.92898046;901.6712614;4.489508772;635045.7628;1.329664361;123.3144153;369;361.6666565;370;1.327148438;1.450195313;1.451822877;0.060154838;0.079940645;;;
705;1.547793526;11.43164192;913.5491789;7.826392264;702801.7619;1.226630965;294.276439;421.3333435;414;437.6666565;1.384440064;1.515299439;1.521158814;-0.486786797;-0.443374232;;;
706;1.465268147;14.61899193;924.429707;3.566934907;891437.0995;0.896519587;162.3318125;448.6666565;450.3333435;460.3333435;1.321614623;1.442057252;1.444335938;-0.325534902;-0.291833035;;;
707;1.500255521;24.89648812;940.6093526;6.671614432;576283.2553;0.423030081;172.0503417;395.6666565;387;396;1.351888061;1.474283814;1.477864623;0.043449213;0.065650452;;;
708;1.456256504;23.38008085;936.2208988;8.770943026;1928864.329;0.230535835;191.0732367;400;396.3333435;401;1.314453125;1.427083373;1.434244752;-0.035074585;-0.001479101;;;
709;1.481395076;12.43762418;907.9530563;4.872269948;1772153.723;1.685833;109.6859027;454.6666565;457;462;1.332682252;1.452148438;1.459960938;-0.146667857;-0.108461721;;;
710;1.531471173;18.17443762;905.9165468;8.780334487;530393.8207;0.22703103;125.6085716;407;403.3333435;409.6666565;1.376953125;1.499023438;1.5078125;0.066543451;0.055289385;;;
711;1.512588422;22.49002742;905.1322833;9.927912477;1243056.837;0.795478025;155.4623438;365.3333435;357;364;1.359375;1.487630248;1.490559936;0.021939225;0.070417836;;;
712;1.482442747;18.64728743;918.2011815;8.554478605;1857471.206;0.57086995;243.8205859;416;411.3333435;417;1.333658814;1.453776002;1.460286498;-0.183700489;-0.166925142;;;
713;1.483500111;11.65524718;925.0174834;8.793681238;1008711.587;1.946894869;139.7284499;476;471;478.3333435;1.331054688;1.454427123;1.461588502;-0.09982917;-0.076122852;;;
714;1.541471781;22.94878582;908.4471641;7.222297107;1872647.507;1.906829813;225.4187732;366.3333435;358.6666565;365;1.385416627;1.513020873;1.517903686;-0.034551549;-0.007760954;;;
715;1.452100742;12.70736241;910.0162408;8.208189017;1658400.666;0.491801954;100.9885705;452;455.3333435;460;1.306315064;1.422851563;1.431315064;0.007625237;0.031772212;;;
716;1.540974879;10.45798332;938.8126663;5.496907067;1396978.782;1.004105961;86.92740642;472;484.3333435;485;1.374023438;1.500325561;1.515950561;-0.056963901;-0.024140206;;;
717;1.459126843;23.87394363;913.9926825;5.34042542;1281276.744;0.107612762;251.3037486;394.3333435;373.6666565;361;1.316080689;1.432942748;1.438802123;-0.178791929;-0.141531252;;;
718;1.462019815;11.16795244;939.4469526;3.755997584;874929.4433;1.799836874;298.4599858;454;434;460.3333435;1.310546875;1.434570313;1.439453125;0.061245745;0.354072753;;;
719;1.490401698;10.8724865;929.9927768;2.75242389;1459298.101;0.960691509;166.4798614;483.3333435;468.6666565;481;1.336914063;1.459309936;1.467447877;-0.291033701;-0.253082067;;;
720;1.46113175;23.80774845;943.5259243;8.91848013;1941362.365;1.843265823;128.2185606;413.3333435;415.6666565;446.3333435;1.319335938;1.437825561;1.440104127;-0.065229173;0.06005145;;;
721;1.490118795;24.50407115;947.4929398;5.442230656;1143237.992;0.295095511;288.1098857;431.3333435;396.6666565;432;1.343424439;1.464192748;1.468424439;-0.342182274;-0.33102193;;;
722;1.499297099;20.73719686;918.8372025;6.625580463;1353808.085;1.848976522;296.6918618;398;390;389.3333435;1.351236939;1.472005248;1.475911498;-0.33876673;-0.276643466;;;
723;1.543993151;20.87749203;910.8853371;9.578199268;1844423.461;1.418706953;173.3003576;391;386;392;1.386393189;1.515299439;1.519856811;-0.059281011;-0.01257556;;;
724;1.51569986;23.93344758;930.3218684;8.122260617;1178245.863;0.786041181;201.7745755;391.3333435;383;391;1.365234375;1.490885377;1.493815064;-0.050683102;-0.028157019;;;
725;1.53301785;14.33358575;946.884328;4.18391087;901986.2738;1.542031034;151.0290124;478.6666565;475.6666565;483;1.378580689;1.506835938;1.508463502;-0.270469485;-0.229244853;;;
726;1.474587374;20.84598988;927.9873726;4.880600547;1610725.86;0.165009681;267.3977959;409.6666565;400;407;1.333007813;1.445963502;1.453450561;-0.33594636;-0.328275182;;;
727;1.530940962;21.6996231;935.3546513;6.405165831;728398.159;1.042098707;243.2723611;412;402;412.3333435;1.379882813;1.50390625;1.506835938;-0.239865785;-0.234567014;;;
728;1.515799642;24.95486684;906.533261;7.183602372;1477255.705;1.261247802;170.0549315;371.6666565;345.6666565;345.3333435;1.366536498;1.489583373;1.493489623;-0.029229781;0.030226482;;;
729;1.488380218;24.05185661;930.7465629;4.231840589;782998.0029;0.466263351;219.7990031;386.6666565;379.6666565;386.3333435;1.342447877;1.462239623;1.465820313;-0.203175531;-0.20433566;;;
730;1.524707321;14.39468519;923.9709304;6.641225038;1131883.897;0.78787537;282.9432521;437.3333435;429;452;1.369140625;1.492838502;1.500325561;-0.494174875;-0.439053859;;;
731;1.530285829;10.4067196;924.5501497;9.796640541;964701.1278;0.376837415;96.96335564;481.6666565;473.6666565;480;1.368815064;1.487304688;1.504882813;0.065961346;0.046552134;;;
732;1.478691524;14.25735673;934.2021729;4.391877748;662528.5099;0.400966657;108.4134516;463;466;471.3333435;1.327473998;1.450195313;1.456054688;-0.082429315;-0.065376394;;;
733;1.525140048;19.6744939;903.92687;6.026871982;1910469.773;1.809409898;244.8016611;385;380;386;1.370768189;1.496419311;1.501953125;-0.213180606;-0.17394488;;;
734;1.50839612;19.8999343;923.8916593;8.735697131;651614.5891;1.090601887;291.1823949;403;398.6666565;401.6666565;1.358072877;1.482421875;1.486002564;-0.313613611;-0.31046017;;;
735;1.514695647;10.19358227;900.9524542;5.11129906;937822.4147;0.191288846;245.994472;449.6666565;428;451;1.357747436;1.479166627;1.490559936;-0.379117052;-0.393633165;;;
736;1.515899968;23.61879032;927.2309139;9.176987515;816770.7757;0.288172011;281.054888;388.6666565;367.6666565;377.3333435;1.364583373;1.485677123;1.491861939;-0.166068449;-0.147081942;;;
737;1.532179641;23.21048235;909.741002;6.008172683;1344569.192;0.59359545;133.6593588;368.3333435;362.6666565;369;1.378255248;1.504231811;1.509114623;0.021487558;0.061373059;;;
738;1.490244081;20.4243652;939.9205006;4.682834611;1978982.005;0.438042933;232.9111632;411.3333435;428.3333435;432;1.34375;1.462890625;1.469075561;-0.306482764;-0.268410067;;;
739;1.526048415;22.4089071;942.0684103;5.867748717;1698760.205;1.572975557;250.4888077;415.6666565;412.6666565;419;1.373697877;1.498046875;1.502604127;-0.277947935;-0.238647494;;;
740;1.461533041;22.80460668;932.1443184;3.881466466;1368422.822;0.319861789;252.9771151;399.3333435;385;394.3333435;1.322916627;1.437174439;1.441080689;-0.352031465;-0.329323694;;;
741;1.532426405;14.31835969;901.363417;9.534874056;1858714.459;0.331919681;90.9568878;428;438.6666565;444;1.377278686;1.498046875;1.508789063;-0.034463749;-0.020903794;;;
742;1.481217782;12.34327029;932.2475429;5.054834843;1920714.466;0.474625897;161.4131223;476.6666565;476.6666565;480;1.331380248;1.451171875;1.458984375;-0.22843609;-0.191393146;;;
743;1.504887201;23.26398405;902.5533663;8.22405073;509018.5957;1.015922262;233.4447772;345;337;344.3333435;1.356770873;1.479166627;1.482747436;-0.008933242;0.01463964;;;
